"X";"Y";"H";"Rho1";"Rho2";"Rho3";"Rho4";"Rho5";"Rho6";"Gamma"
14.45221834;52.36211666;100.1;37;26;22;18;19;15;1.37
14.45225;52.36211999;100.1;35;27;19;15;16;13;1.39
14.45228332;52.36212667;100;32;21;16;13;13;11;1.41
14.45231501;52.36213334;100;28;24;14;12;14;10;1.43
14.45234668;52.36214167;99.9;25;16;12;11;9;10;1.44
14.452375;52.36215166;99.9;22;15;11;10;10;9;1.46
14.45240167;52.36216167;99.8;20;13;11;10;10;9;1.46
14.45242999;52.36217;99.8;19;16;11;10;9;9;1.46
14.45245667;52.36217667;99.8;18;12;11;10;11;9;1.47
14.45248667;52.36218335;99.8;17;13;11;10;10;9;1.48
14.452515;52.36218999;99.8;17;14;11;10;11;9;1.5
14.45254501;52.36219667;99.7;17;13;11;10;11;9;1.52
14.45257498;52.36220334;99.7;17;13;11;10;9;9;1.54
14.45260668;52.36221167;99.7;17;12;11;10;11;9;1.54
14.45263666;52.36221835;99.6;17;13;10;10;9;9;1.53
14.45266835;52.36222499;99.6;16;12;10;10;11;9;1.53
14.452705;52.36223501;99.5;16;12;10;10;10;9;1.51
14.45274334;52.36224333;99.4;16;13;10;10;10;9;1.51
14.45278333;52.36225166;99.3;16;14;10;10;8;9;1.53
14.45282332;52.36226168;99.2;16;14;10;10;10;9;1.53
14.45286334;52.36227001;99.1;16;15;10;10;8;9;1.53
14.45290333;52.36227833;99.1;16;15;10;10;10;9;1.53
14.45294501;52.36228835;98.9;16;14;10;9;10;9;1.54
14.45298665;52.36229833;98.8;16;12;10;10;9;9;1.54
14.45302668;52.36230666;98.7;16;14;10;11;10;11;1.53
14.45307001;52.36231667;98.6;16;14;11;13;13;16;1.54
14.45311168;52.362325;98.5;16;13;14;18;20;23;1.54
14.45315666;52.36233501;98.3;18;18;19;27;22;36;1.53
14.45319999;52.36234334;98.2;20;21;28;45;39;52;1.5
14.453245;52.36235333;98.1;24;30;40;63;59;65;1.48
14.45328999;52.36236165;98;29;35;54;83;66;75;1.46
14.453335;52.36237167;98;38;48;65;98;89;81;1.43
14.45338001;52.36238;97.8;47;63;74;109;97;79;1.41
14.45342499;52.36238833;97.7;56;68;78;106;94;74;1.4
14.45347001;52.36239834;97.7;63;78;78;103;101;68;1.39
14.45351334;52.36240832;97.5;70;76;77;93;71;64;1.37
14.45355832;52.36241668;97.5;74;77;76;85;71;62;1.34
14.45360333;52.36242666;97.4;78;78;76;80;61;66;1.32
14.45364666;52.36243499;97.3;80;80;77;82;73;70;1.3
14.45369167;52.36244501;97.2;83;84;79;84;74;75;1.28
14.453735;52.36245499;97.2;85;68;80;89;77;81;1.27
14.45377833;52.36246335;97.2;87;85;82;95;83;86;1.27
14.45382166;52.36247333;97.2;88;80;84;98;86;85;1.26
14.45386499;52.36248334;97.2;89;84;85;96;102;85;1.27
14.45390835;52.36249332;97.2;91;82;86;95;90;87;1.27
14.45395168;52.36250165;97.2;91;89;89;97;77;90;1.28
14.45399834;52.36252;96.8;92;86;94;100;102;101;1.3
14.45404501;52.36253001;96.8;93;83;101;108;88;117;1.31
14.45408999;52.36253999;96.8;96;90;111;121;117;133;1.31
14.45413666;52.36255668;96.4;100;99;123;134;121;146;1.31
14.45418167;52.36256666;96.4;107;110;136;143;146;155;1.3
14.45422665;52.36257499;96.3;115;141;145;149;153;148;1.29
14.45427167;52.362585;96.3;123;159;151;147;160;138;1.28
14.454315;52.36259168;96.3;128;146;149;140;145;127;1.26
14.45436001;52.36260166;96.3;131;134;144;132;139;119;1.25
14.45440499;52.36261168;96.1;132;147;138;127;133;118;1.24
14.45445;52.36262;96;131;146;134;128;109;133;1.23
14.45449499;52.36262999;96;131;140;133;142;143;158;1.22
14.45454;52.36264;96;132;140;142;164;163;188;1.22
14.45458501;52.36264833;95.9;138;139;157;190;159;213;1.21
14.45462999;52.36265834;95.8;148;167;172;211;201;230;1.2
14.45467332;52.36266832;95.6;159;179;184;225;244;236;1.2
14.45471834;52.36267665;95.6;167;188;195;228;236;229;1.19
14.45476335;52.36268667;95.6;171;188;196;219;193;210;1.18
14.45480833;52.36269668;95.7;170;166;190;202;222;185;1.18
14.45485334;52.36270666;95.7;163;170;178;180;177;155;1.19
14.45489667;52.36271668;95.6;152;171;163;150;164;121;1.19
14.45494165;52.36272666;95.8;139;139;137;118;134;89;1.2
14.45498667;52.36273499;95.8;126;113;109;86;74;62;1.22
14.45503;52.362745;95.7;108;92;81;59;60;41;1.22
14.45507501;52.36275333;95.7;90;83;58;40;35;31;1.22
14.45512168;52.36276166;95.7;73;55;40;31;33;28;1.24
14.45516666;52.36277167;95.6;58;49;31;30;28;27;1.25
14.45520833;52.36277666;95.3;46;38;30;30;29;26;1.27
14.45525166;52.36278499;95.3;42;37;29;29;31;25;1.29
14.45529668;52.362795;95.4;41;31;28;27;24;22;1.3
14.45534;52.36280168;95.5;40;30;26;23;19;17;1.31
14.45538499;52.36281166;95.6;38;32;23;18;16;13;1.34
14.45542835;52.36282167;95.6;35;25;18;14;13;11;1.35
14.45547168;52.36283668;95.6;30;24;14;11;12;10;1.37
14.45551167;52.36284501;95.5;25;17;12;10;9;9;1.4
14.45555166;52.36285334;95.5;21;16;11;9;10;9;1.43
14.45558999;52.36286167;95.5;18;14;10;9;8;9;1.44
14.45562833;52.36286999;95.5;17;12;10;10;10;9;1.45
14.45567001;52.36288001;95.5;17;14;10;10;11;9;1.46
14.45571334;52.36288834;95.5;17;14;10;10;9;9;1.47
14.45575501;52.36289832;95.4;18;12;11;10;10;9;1.48
14.45579834;52.36290833;95.4;19;17;11;10;10;10;1.49
14.45584167;52.36291835;95.5;20;15;12;11;10;10;1.49
14.455885;52.36292833;95.4;22;18;13;11;10;10;1.5
14.45592833;52.36293834;95.3;24;20;14;11;9;10;1.48
14.45597334;52.36294832;95.3;26;22;15;12;11;10;1.46
14.45601832;52.36295834;95.2;28;20;16;13;12;11;1.44
14.45606499;52.36296832;95.1;30;26;18;14;13;12;1.41
14.45611;52.36297833;95;33;25;21;17;15;15;1.39
14.45615501;52.36298835;95;35;30;25;21;15;18;1.37
14.45620168;52.36299833;94.9;39;37;30;26;26;21;1.35
14.45624835;52.36300834;95;44;39;35;31;25;24;1.32
14.45629501;52.36301832;95;51;39;39;36;29;26;1.3
14.45634;52.36302834;94.9;58;45;45;39;32;26;1.28
14.45638666;52.36303835;94.9;64;54;49;41;33;26;1.26
14.45643501;52.36304833;94.9;70;60;52;40;29;25;1.27
14.45648333;52.36305835;94.9;75;69;53;38;32;22;1.27
14.45653;52.36306833;94.8;77;76;52;34;27;20;1.27
14.45657832;52.36307999;94.8;77;70;47;30;26;17;1.29
14.45662499;52.36309001;94.8;75;64;41;25;19;15;1.29
14.45667334;52.36309999;94.8;71;54;34;20;18;13;1.29
14.45672;52.36311166;94.8;64;49;27;16;17;11;1.3
14.45676832;52.36312002;95;56;41;21;14;13;10;1.33
14.45681499;52.36313;95;47;24;17;12;11;10;1.35
14.45686166;52.36313833;95.1;39;24;14;11;12;9;1.37
14.45690667;52.36314834;95.1;32;21;13;11;10;9;1.4
14.45695168;52.36315832;95.1;28;19;12;11;11;9;1.42
14.45699501;52.36316668;95.1;25;17;12;11;10;9;1.43
14.45703834;52.36317501;95.2;24;19;12;11;10;10;1.45
14.45708002;52.36318499;95.3;23;19;12;11;10;10;1.47
14.457125;52.36319332;95.3;24;18;12;11;10;10;1.46
14.45717001;52.36320499;95.4;24;19;12;11;12;10;1.44
14.45721334;52.363215;95.5;24;18;12;11;11;9;1.42
14.45725667;52.36322502;95.6;25;18;12;10;9;9;1.4
14.4573;52.36323334;95.6;25;17;12;10;10;9;1.38
14.45734167;52.36324333;95.7;25;19;12;10;10;9;1.38
14.45738335;52.36325165;95.7;25;15;12;10;8;9;1.39
14.45742499;52.36326002;95.8;25;18;12;10;10;9;1.4
14.45746667;52.36326666;95.8;24;18;12;10;10;9;1.42
14.45750666;52.36327499;95.9;24;17;11;10;9;9;1.43
14.45754668;52.36328335;95.9;23;15;11;9;10;8;1.43
14.45758499;52.36329168;95.8;22;16;10;9;8;8;1.45
14.45762332;52.36330001;95.8;20;14;10;9;9;8;1.46
14.45766166;52.36330833;95.9;19;13;9;8;8;7;1.48
14.45770165;52.36331835;95.9;18;12;9;8;7;7;1.51
14.45774333;52.36332668;95.8;17;13;9;7;8;7;1.54
14.45778332;52.36333501;95.9;16;10;8;7;7;7;1.56
14.45782499;52.36334333;95.9;15;10;8;7;8;7;1.57
14.45786667;52.36335335;95.9;15;11;8;8;8;7;1.59
14.45790666;52.36336168;95.9;14;12;8;8;7;8;1.59
14.45794834;52.36337001;96;14;11;9;8;8;9;1.59
14.45799001;52.36337833;96;14;10;9;9;8;11;1.59
14.45803499;52.36338666;96;14;12;9;10;11;16;1.59
14.45807832;52.36339499;96;14;13;11;13;15;28;1.58
14.45812168;52.36340501;96;15;15;14;21;22;54;1.56
14.45816501;52.36341499;96;17;19;19;37;47;109;1.54
14.45820834;52.363425;96;20;27;31;72;96;179;1.52
14.45825332;52.36343501;96.1;28;34;58;132;155;279;1.47
14.45829999;52.363445;96;41;52;104;221;246;397;1.4
14.45834665;52.36345666;96;68;95;173;331;389;517;1.32
14.45839332;52.36346668;95.9;112;167;276;448;489;624;1.22
14.45843999;52.36347666;95.8;176;242;390;561;536;727;1.09
14.45848665;52.36348499;95.7;256;354;504;659;742;818;0.96
14.45853167;52.363495;95.6;342;431;606;746;892;895;0.85
14.45857668;52.36350333;95.6;424;532;698;814;877;960;0.76
14.45862166;52.36351001;95.6;492;576;758;868;847;1016;0.7
14.45866667;52.36351999;95.6;546;649;801;913;893;1061;0.67
14.45871166;52.36353;95.6;580;662;831;940;1119;1081;0.67
14.45875499;52.36354501;95.5;601;707;848;948;1034;1087;0.68
14.4588;52.36355333;95.5;611;705;848;946;1035;1081;0.68
14.45884501;52.36356335;95.4;613;730;840;933;1118;1062;0.69
14.45889168;52.36357333;95.4;606;795;823;909;1009;1038;0.7
14.45893666;52.36358334;95.2;596;695;798;886;997;1014;0.7
14.45898333;52.36359332;95.1;582;719;776;862;1089;990;0.71
14.45902834;52.36360334;94.9;565;590;755;833;974;972;0.72
14.45907332;52.36361332;94.7;554;638;731;815;1023;962;0.74
14.45911833;52.36362333;94.6;544;701;721;807;917;951;0.75
14.45916335;52.363635;94.5;536;648;717;800;743;945;0.75
14.45920833;52.36364667;94.3;536;607;714;800;789;944;0.75
14.459255;52.36365668;94.1;540;521;714;806;888;932;0.76
14.45930001;52.36365999;93.8;540;620;717;796;722;905;0.76
14.45934668;52.36367;93.7;545;626;705;770;902;859;0.75
14.45939334;52.36367833;93.5;548;697;679;728;758;791;0.75
14.45943832;52.36368834;93.5;541;632;641;666;779;707;0.76
14.45948334;52.36369667;93.4;531;504;579;591;661;623;0.77
14.45952832;52.36370665;93.2;512;493;510;520;518;546;0.77
14.45957168;52.36371667;93.1;480;486;444;458;529;488;0.79
14.45961501;52.36372668;93;444;426;385;411;501;448;0.81
14.45965999;52.36373666;92.9;408;441;340;378;347;422;0.83
14.45970332;52.36374499;92.8;369;341;318;359;354;410;0.84
14.45974;52.36375332;92.7;338;316;305;352;413;408;0.86
14.45976499;52.36375834;92.5;315;289;303;353;367;413;0.88
14.45988499;52.36378501;92.2;295;303;306;340;381;422;0.9
14.45991666;52.36379334;92.2;282;262;310;331;368;436;0.92
14.45995166;52.36379999;92.1;274;324;314;322;349;447;0.94
14.45998666;52.36380666;91.9;265;286;319;308;376;451;0.97
14.46002166;52.36381334;91.9;260;309;321;295;384;455;0.97
14.46005999;52.36381833;91.9;256;293;325;314;343;461;0.98
14.46009668;52.36382666;91.9;254;295;331;338;398;472;0.99
14.46013502;52.36383333;91.6;255;244;340;369;476;491;1
14.46017167;52.36384001;91.6;258;331;356;407;430;513;1
14.46021001;52.36384834;91.6;264;321;375;446;544;529;0.99
14.46024834;52.36385667;91.6;275;339;397;466;485;539;0.99
14.46028999;52.36386668;91.5;286;348;417;481;526;562;0.98
14.46032833;52.36387501;91.5;301;407;432;496;545;594;0.98
14.46036835;52.36388334;91.5;319;316;444;515;546;641;0.98
14.46040999;52.36389167;91.4;334;432;464;533;660;708;0.98
14.46045167;52.36389999;91.4;349;362;477;539;577;750;0.97
14.46049334;52.36390832;91.4;367;370;478;537;713;727;0.96
14.46053333;52.36391665;91.4;376;414;473;510;595;663;0.95
14.46057501;52.36392501;91.4;378;446;453;453;479;576;0.94
14.460615;52.36393334;91.4;375;450;410;391;541;441;0.93
14.46065668;52.36394332;91.4;363;361;361;333;431;348;0.94
14.46069832;52.36395165;91.5;334;371;300;296;286;316;0.94
14.46073999;52.36396001;91.4;302;309;251;293;306;335;0.96
14.46078167;52.36396834;91.4;248;206;222;330;344;370;0.98
14.46082335;52.36397832;91.3;201;213;212;388;432;513;0.98
14.46090167;52.36399667;91.1;163;198;219;476;540;601;0.96
14.46094001;52.36400499;91.1;144;195;303;522;558;629;0.94
14.46101834;52.36402165;90.9;133;206;356;522;539;601;0.89
14.46106002;52.36403001;90.9;195;260;377;477;516;546;0.84
14.46110001;52.36403999;90.8;243;276;370;404;416;403;0.82
14.46114;52.36404832;90.8;278;326;345;300;363;290;0.82
14.46117999;52.36405665;90.7;295;341;262;221;233;215;0.84
14.46122001;52.36406501;90.6;303;242;199;166;203;171;0.85
14.46126;52.36407334;90.5;261;216;153;135;177;143;0.88
14.46129999;52.36408167;90.5;228;169;125;117;117;132;0.91
14.46134001;52.36409;90.4;203;171;107;109;114;132;0.91
14.46138001;52.36410001;90.2;187;138;92;107;113;139;0.92
14.46142;52.36410834;90.1;175;121;83;111;111;147;0.95
14.46145999;52.36411667;90;165;126;89;119;115;156;0.96
14.46150166;52.36412668;89.9;157;113;100;126;118;153;0.97
14.46154334;52.36413666;89.8;154;133;111;123;148;137;0.98
14.46158333;52.36414499;89.6;157;146;113;111;110;117;0.99
14.46162332;52.36415501;89.5;160;131;107;91;102;90;0.99
14.461665;52.36416334;89.4;156;133;89;67;84;62;0.98
14.46170667;52.36417166;89.4;146;95;66;42;52;43;0.97
14.46174666;52.36417999;89.3;127;84;41;26;36;35;0.97
14.46178665;52.36418832;89.2;103;63;26;17;28;25;0.98
14.46182667;52.36419834;89.2;77;49;18;14;19;22;1
14.46186667;52.36420666;89.1;58;30;16;14;17;20;1.04
14.461905;52.36421499;89;46;28;17;15;19;20;1.08
14.46194499;52.36422332;88.9;39;26;19;17;18;18;1.11
14.46198502;52.36423;88.8;36;29;22;19;17;18;1.14
14.46202332;52.36423833;88.7;37;31;23;19;19;17;1.17
14.46206334;52.36424666;88.5;37;26;23;18;15;16;1.17
14.46210334;52.36425667;88.4;38;33;21;17;16;14;1.18
14.46214333;52.364265;88.3;38;24;19;15;16;13;1.18
14.46218166;52.36427333;88.2;36;25;17;14;16;13;1.18
14.46222;52.36428165;88.1;34;24;15;14;13;13;1.18
14.46225999;52.36428833;87.9;32;19;14;14;13;13;1.2
14.46229833;52.36429666;87.8;30;24;15;14;13;13;1.22
14.46233832;52.36430499;87.7;30;22;15;14;13;14;1.24
14.46237666;52.36431335;87.5;32;22;16;13;13;14;1.25
14.462415;52.36432168;87.3;34;30;17;13;13;15;1.26
14.46245;52.36433001;87.3;35;24;18;13;13;16;1.26
14.46248334;52.36433833;87.2;36;27;17;13;13;17;1.26
14.46251167;52.36434333;87.1;36;25;18;14;16;20;1.26
14.46254168;52.36435;87.1;35;26;17;15;17;22;1.26
14.46257;52.36435668;87;36;29;17;17;22;26;1.26
14.46259667;52.36436332;86.9;37;31;18;21;25;31;1.27
14.46261832;52.36437333;86.9;39;34;21;25;28;36;1.27
14.46263501;52.364385;86.9;43;31;26;31;34;40;1.27
14.46264668;52.36440001;87;49;38;39;41;45;48;1.28
14.46265167;52.36441666;87;56;50;54;53;46;53;1.27
14.46264833;52.36443332;87;67;62;71;63;60;61;1.26
14.46264;52.36444667;86.9;82;86;82;72;65;70;1.26
14.46262334;52.36445834;87;98;103;93;79;70;88;1.28
14.46260166;52.36446667;87;114;105;101;82;78;103;1.3
14.46257499;52.36447001;87.1;129;108;106;83;94;122;1.32
14.46255;52.36447001;87.1;139;115;111;84;88;128;1.31
14.46252333;52.36446667;86.6;144;134;117;85;98;128;1.29
14.46249835;52.36446333;86.8;145;133;122;85;116;110;1.25
14.46247501;52.36445834;86.9;144;113;118;85;102;98;1.21
14.46244834;52.364455;87;141;126;114;84;83;83;1.18
14.46241999;52.36444833;87.1;139;148;109;83;83;75;1.17
14.46239335;52.36444333;87.2;138;125;105;82;85;75;1.17
14.46236499;52.36443834;87.2;139;122;102;82;85;90;1.16
14.46233832;52.36443167;87.3;141;126;104;81;96;87;1.15
14.46231168;52.36442668;87.2;145;145;105;78;86;84;1.14
14.46228501;52.36442165;87.3;147;131;103;74;76;82;1.13
14.462255;52.36441666;87.3;148;119;99;70;82;73;1.11
14.46222668;52.36440999;87.4;147;144;94;63;67;56;1.1
14.46219667;52.364405;87.4;145;98;85;58;54;50;1.1
14.46216501;52.36439832;87.5;142;116;78;55;54;44;1.1
14.46213166;52.36439168;87.7;137;107;73;52;43;37;1.1
14.46209501;52.364385;87.8;133;102;67;56;48;34;1.1
14.46205502;52.36437667;87.9;129;84;60;58;45;31;1.09
14.46201334;52.36437;88.2;124;80;53;60;48;30;1.09
14.46196833;52.36436167;88.3;115;91;47;63;48;33;1.07
14.461925;52.36435334;88.4;105;86;41;72;50;43;1.06
14.46188332;52.36434501;88.5;96;75;42;74;61;58;1.06
14.46184168;52.364335;88.6;90;69;51;82;69;72;1.05
14.4618;52.36432667;88.7;89;67;64;88;85;81;1.04
14.46175833;52.36431999;88.8;94;73;74;88;95;84;1.03
14.461715;52.36431166;88.9;100;92;79;79;84;76;1.01
14.46167332;52.36430334;89;100;86;75;68;77;61;1
14.46163499;52.36429501;89;93;84;62;52;53;45;1.01
14.461595;52.36428833;89.1;81;52;46;38;46;32;1.03
14.46155666;52.36428;89.2;63;47;33;27;28;23;1.07
14.46151667;52.36427167;89.5;46;34;23;19;21;17;1.13
14.46147499;52.364265;89.6;33;19;17;15;18;14;1.19
14.461435;52.36425667;89.7;25;19;13;12;13;11;1.26
14.46139666;52.36424999;89.7;19;15;11;10;12;10;1.32
14.46135833;52.36424166;89.9;16;14;10;9;10;9;1.38
14.46131999;52.36423499;90;14;11;9;9;10;8;1.43
14.46128333;52.36422666;90.1;13;11;8;9;8;9;1.47
14.461245;52.36422002;90.2;13;12;8;9;10;10;1.49
14.46120666;52.36421166;90.3;13;11;9;10;10;12;1.49
14.46116832;52.36420501;90.5;14;13;11;12;12;15;1.49
14.46112833;52.36419834;90.6;16;12;14;15;16;18;1.47
14.46108999;52.36419166;90.6;19;18;16;18;18;21;1.43
14.46105;52.36418333;90.7;22;19;19;20;19;21;1.38
14.46100833;52.36417666;90.8;24;22;21;19;20;19;1.34
14.46096668;52.36416833;90.9;26;23;20;17;18;16;1.31
14.46092666;52.36416168;91;25;19;17;14;12;13;1.3
14.46088832;52.36415501;91.2;22;17;14;11;13;10;1.33
14.46085167;52.36415002;91.3;18;15;11;9;10;9;1.36
14.46081499;52.36414668;91.2;15;13;9;9;9;8;1.41
14.46077499;52.36414166;91.3;13;9;8;9;8;12;1.46
14.46074333;52.36413666;91.4;11;10;8;11;12;18;1.52
14.46071666;52.36412999;91.3;11;9;10;15;14;29;1.55
14.46068834;52.36412334;91.3;11;9;13;23;25;49;1.58
14.46065668;52.36411502;91.3;11;13;18;36;47;83;1.61
14.46062333;52.36410666;91.3;12;18;27;56;72;99;1.63
14.46059001;52.36409833;91.4;13;20;40;68;85;106;1.57
14.46012999;52.36400499;91.8;16;28;49;69;80;113;1.5
14.46010332;52.36400166;91.9;20;40;51;70;91;119;1.43
14.46007999;52.36399667;91.9;27;36;55;70;94;121;1.34
14.46005335;52.36399167;91.9;29;43;60;68;105;152;1.23
14.46002334;52.363985;91.9;32;45;66;81;136;233;1.19
14.45998999;52.36397832;91.9;37;51;85;154;172;315;1.15
14.45995499;52.36397168;91.9;45;83;148;223;279;389;1.09
14.45953833;52.36388833;92.7;56;137;205;288;354;452;1.04
14.45951834;52.36388334;92.8;109;160;256;347;417;501;1
14.45949666;52.36388;92.8;159;210;300;398;437;506;0.95
14.45947167;52.36387501;92.8;206;284;337;405;477;513;0.91
14.45944665;52.36386833;92.9;249;316;342;424;460;531;0.9
14.45942001;52.36386334;93;287;302;361;457;474;571;0.89
14.45939166;52.36385832;93.1;294;337;397;510;604;630;0.87
14.45936499;52.36385333;93.1;310;386;450;579;590;706;0.84
14.45933666;52.36384665;93.3;337;421;518;647;599;780;0.81
14.45930665;52.36384001;93.4;373;436;581;704;765;844;0.79
14.45927668;52.36383333;93.4;416;505;631;749;822;880;0.77
14.45924501;52.36382834;93.5;452;573;669;769;906;884;0.76
14.45921332;52.36382167;93.6;479;626;683;760;852;867;0.75
14.45918166;52.36381499;93.7;494;563;673;735;839;833;0.75
14.45914834;52.36380835;93.8;493;604;650;700;849;782;0.74
14.459115;52.36380332;94;480;576;617;651;766;738;0.73
14.45908168;52.36379668;94.2;460;540;575;609;669;700;0.73
14.45904834;52.36379;94.3;434;493;537;575;630;655;0.72
14.45901667;52.36378333;94.5;406;489;507;547;654;617;0.73
14.45898333;52.36377665;94.7;383;375;481;522;534;588;0.75
14.45895001;52.36377001;94.9;362;375;460;503;501;555;0.76
14.45891666;52.36376333;95;343;375;444;479;539;514;0.77
14.45888335;52.363755;95.2;329;349;423;445;524;469;0.79
14.45885;52.36374833;95.3;314;414;395;415;444;411;0.8
14.45881666;52.36374;95.4;298;361;360;370;345;347;0.81
14.45878166;52.36373332;95.6;279;325;317;323;337;280;0.81
14.45874666;52.36372668;95.7;257;250;272;274;274;222;0.8
14.45871334;52.36371832;95.8;232;216;226;234;235;179;0.8
14.45867999;52.36371168;95.8;206;223;187;192;205;155;0.82
14.45864499;52.363705;95.9;179;162;159;172;156;142;0.87
14.45861168;52.36369832;95.9;154;168;140;159;141;138;0.93
14.45857668;52.36369168;96.2;137;136;127;152;151;139;1.01
14.45854333;52.36368332;96.3;126;124;121;147;135;138;1.08
14.45850999;52.36367668;96.4;118;120;115;144;148;153;1.15
14.45847499;52.36366835;96.5;114;108;107;136;154;160;1.19
14.45843999;52.36366167;96.7;109;108;105;125;140;167;1.23
14.45840333;52.36365334;96.7;103;93;99;108;135;161;1.25
14.45836668;52.36364667;96.8;93;82;88;87;108;146;1.27
14.45833;52.36363834;96.9;82;69;74;66;98;109;1.3
14.45829166;52.36363001;96.9;69;64;59;45;83;77;1.34
14.45825332;52.36362333;96.9;56;49;41;28;48;43;1.37
14.45821832;52.363615;96.9;43;37;26;17;34;23;1.42
14.45818167;52.36360668;96.9;33;23;17;12;19;13;1.45
14.45814667;52.36359835;96.6;24;18;12;9;11;9;1.48
14.45810833;52.36358999;96.5;19;14;10;8;9;7;1.51
14.45806999;52.36358166;96.5;16;13;9;8;8;7;1.53
14.45803334;52.36357501;96.7;14;11;9;8;8;8;1.53
14.457995;52.36356665;96.7;13;13;9;8;8;8;1.54
14.45795666;52.36356001;96.6;13;11;9;9;9;8;1.54
14.45791833;52.36355168;96.8;13;10;9;9;10;8;1.54
14.45787999;52.36354332;96.9;13;12;9;9;8;8;1.55
14.45784168;52.36353668;96.9;13;10;9;9;9;8;1.56
14.45780166;52.36352835;96.8;13;12;10;9;9;8;1.58
14.45776332;52.36351999;96.8;14;11;10;10;8;8;1.59
14.45772498;52.36351166;96.8;14;12;10;10;9;8;1.58
14.45768668;52.36350333;96.8;15;13;10;10;10;9;1.56
14.45764666;52.363495;96.9;16;13;10;10;8;9;1.55
14.45760832;52.36348667;96.9;16;12;10;10;10;9;1.53
14.45757001;52.36347834;96.9;17;14;10;10;10;10;1.51
14.45753168;52.36347001;96.8;18;12;11;11;10;10;1.49
14.45749334;52.36346334;96.8;19;14;11;11;12;10;1.48
14.45745166;52.36345501;96.8;19;17;12;11;9;10;1.46
14.45740999;52.363445;96.4;20;17;12;11;11;10;1.43
14.45736834;52.36343667;96.3;21;16;12;11;10;10;1.4
14.45732832;52.36342834;96.1;22;19;12;11;9;10;1.38
14.45728833;52.36341833;96;22;20;12;11;11;10;1.37
14.45724834;52.36341;96;23;19;12;11;11;10;1.35
14.45720501;52.36340167;95.9;23;18;12;10;10;10;1.34
14.45716499;52.36339165;95.8;23;18;11;10;10;10;1.35
14.457125;52.36338333;95.7;23;15;11;10;9;10;1.36
14.45708666;52.36337334;95.7;22;17;10;10;11;9;1.38
14.45705001;52.36336501;95.7;22;16;10;10;10;9;1.39
14.45701002;52.36335834;95.6;22;15;9;10;10;9;1.4
14.45696999;52.36335001;96.1;22;17;10;11;11;9;1.4
14.45693;52.36334168;96.2;24;17;11;11;9;9;1.39
14.45689001;52.36333501;96.1;25;20;12;11;10;10;1.37
14.45684999;52.36332668;95.6;29;18;14;11;10;10;1.36
14.45681;52.36331835;95.5;33;26;15;12;9;11;1.35
14.45677001;52.36330999;95.4;38;25;18;13;13;12;1.34
